price,details,descr,link
$ 4.500.000.000,896 m²,Lote en Venta,https://www.fincaraiz.com.co/lote-en-venta/192101221
$ 510.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192101080
$ 590.000.000,1 Habs.,Apartaestudio en Venta,https://www.fincaraiz.com.co/apartaestudio-en-venta/192101326
$ 700.000.000,2 Habs.,Lote en Venta,https://www.fincaraiz.com.co/lote-en-venta/192101153
$ 350.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192101316
$ 1.400.000.000,1565 m²,Lote en Venta,https://www.fincaraiz.com.co/lote-en-venta/192101516
$ 800.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192100915
$ 189.900.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102051
$ 196.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192101885
$ 410.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103429
$ 325.000.000,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192103456
$ 340.000.000,1 Habs.,Apartaestudio en Venta,https://www.fincaraiz.com.co/apartaestudio-en-venta/192103431
$ 233.300.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103620
$ 301.189.011,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103019
$ 156.250.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103000
$ 374.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102067
$ 980.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103186
$ 340.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102174
$ 261.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104830
$ 214.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104836
$ 240.000.000,1 Habs.,Apartaestudio en Venta,https://www.fincaraiz.com.co/apartaestudio-en-venta/192104837
$ 2.480.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104838
$ 210.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104810
$ 475.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104545
$ 649.900.000,7 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192105016
$ 1.450.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103017
$ 150.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102815
$ 1.555.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192100949
$ 1.480.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103344
$ 235.150.915,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103666
$ 550.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103509
$ 421.175.501,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103694
$ 850.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104039
$ 700.000.000,2 Habs.,Lote en Venta,https://www.fincaraiz.com.co/lote-en-venta/192101153
$ 510.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192101080
$ 590.000.000,1 Habs.,Apartaestudio en Venta,https://www.fincaraiz.com.co/apartaestudio-en-venta/192101326
$ 380.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102084
$ 189.900.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102051
$ 800.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192100915
$ 410.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103429
$ 340.000.000,1 Habs.,Apartaestudio en Venta,https://www.fincaraiz.com.co/apartaestudio-en-venta/192103431
$ 950.000.000,1 Ambiente,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192102371
$ 343.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102864
$ 1.790.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102956
$ 1.450.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103017
$ 156.250.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103000
$ 374.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102067
$ 980.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103186
$ 340.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102174
$ 1.555.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192100949
$ 325.000.000,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192103456
$ 437.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104743
$ 210.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104810
$ 218.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104575
$ 168.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104640
$ 437.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104743
$ 260.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104539
$ 500.000.000,2 Ambientes,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192104658
$ 197.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104577
$ 181.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103032
$ 260.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103874
$ 335.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103875
$ 349.000.000,6 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192103966
$ 423.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103414
$ 650.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192101467
$ 330.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102974
$ 260.000.000,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192104493
$ 1.050.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192101955
$ 346.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192105138
$ 570.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103784
$ 330.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103841
$ 530.000.000,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192104124
$ 315.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104201
$ 420.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192100890
$ 550.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103572
$ 360.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103514
$ 261.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192094345
$ 108.723.746,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192094696
$ 157.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192094734
$ 840.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192094816
$ 787.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192094819
$ 1.380.000.000,4 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192094805
$ 138.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192094739
$ 230.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096100
$ 189.900.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096294
$ 530.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192095375
$ 221.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192095379
$ 900.000.000,1 Baño,Bodega en Venta,https://www.fincaraiz.com.co/bodega-en-venta/192096882
$ 1.235.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096614
$ 950.000.000,1 Baño,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192097373
$ 3.450.000.000,3 Baños,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192097383
$ 1.300.000.000,2 Baños,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192097390
$ 19.000.000.000,8 Baños,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192097394
$ 1.000.000.000,1 Baño,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192097439
$ 5.895.629.800,660.61 m²,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192097403
$ 809.120.000,104 m²,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192097282
$ 5.000.000.000,3 Baños,Bodega en Venta,https://www.fincaraiz.com.co/bodega-en-venta/192097232
$ 4.300.000.000,3 Baños,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192097275
$ 1.560.000.000,60 m²,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192097277
$ 3.300.000.000,1 Baño,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192097261
$ 398.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096561
$ 900.000.000,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192096566
$ 4.495.329.000,608 m²,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192097293
$ 500.000.000,1 Baño,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192097301
$ 577.000.000,47 m²,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192097295
$ 1.405.181.300,181.11 m²,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192097298
$ 29.900.000.000,10 Baños,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192097339
$ 898.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192094815
$ 740.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192094906
$ 670.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192095348
$ 205.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096727
$ 570.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096721
$ 410.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096743
$ 730.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096841
$ 4.750.000.000,4 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192096659
$ 1.400.000.000,2 Baños,Bodega en Venta,https://www.fincaraiz.com.co/bodega-en-venta/192096784
$ 410.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096988
$ 1.070.000.000,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192096034
$ 1.235.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096614
$ 530.000.000,4 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192097158
$ 1.250.000.000,6 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192096003
$ 1.500.000.000,4 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192096441
$ 1.800.000.000,6 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192096477
$ 2.450.000.000,4 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096593
$ 230.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096100
$ 189.900.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096294
$ 790.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096711
$ 390.000.000,63 m²,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192095377
$ 530.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192095375
$ 221.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192095379
$ 3.500.000.000,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192096068
$ 1.250.000.000,5 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192096016
$ 4.750.000.000,4 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192096396
$ 1.760.690.000,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192096395
$ 1.500.000.000,5 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192096408
$ 850.000.000,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192096052
$ 945.000.000,4 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192096401
$ 1.700.000.000,4 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192096389
$ 1.150.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192097084
$ 2.050.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192095954
$ 1.800.000.000,4 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192096383
$ 950.000.000,4 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192096460
$ 950.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096463
$ 1.100.000.000,4 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096464
$ 740.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096480
$ 1.150.000.000,4 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192096429
$ 1.754.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096438
$ 410.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096465
$ 2.490.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096912
$ 1.050.000.000,4 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192096029
$ 970.000.000,5 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192096040
$ 1.660.000.000,18 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192096442
$ 108.723.746,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192094696
$ 157.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192094734
$ 840.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192094816
$ 787.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192094819
$ 1.380.000.000,4 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192094805
$ 138.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192094739
$ 280.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096057
$ 220.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096634
$ 220.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096635
$ 1.300.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096407
$ 790.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096711
$ 850.000.000,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192096052
$ 945.000.000,4 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192096401
$ 2.050.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192095954
$ 1.700.000.000,4 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192096389
$ 1.150.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192097084
$ 1.050.000.000,4 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192096029
$ 970.000.000,5 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192096040
$ 1.660.000.000,18 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192096442
$ 390.000.000,63 m²,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192095377
$ 3.500.000.000,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192096068
$ 1.250.000.000,5 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192096016
$ 4.750.000.000,4 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192096396
$ 1.760.690.000,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192096395
$ 1.500.000.000,5 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192096408
$ 1.800.000.000,4 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192096383
$ 950.000.000,4 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192096460
$ 1.050.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192100386
$ 679.070.000,89 m²,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192097297
$ 225.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192098622
$ 360.000.000,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192098731
$ 1.027.000.000,3 Baños,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192097292
$ 2.400.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192098404
$ 195.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192098660
$ 950.000.000,5 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192099205
$ 230.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192100042
$ 2.841.260.000,2 Baños,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192097534
$ 155.000.000,1 Baño,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192098444
$ 785.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096495
$ 255.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192099068
$ 3.000.000.000,700 m²,Bodega en Venta,https://www.fincaraiz.com.co/bodega-en-venta/192098510
$ 750.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192098549
$ 209.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192098500
$ 420.000.000,9 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192098716
$ 179.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192098969
$ 1.100.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096432
$ 173.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192099753
$ 220.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192095249
$ 215.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192095333
$ 280.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096057
$ 220.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096634
$ 220.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096635
$ 410.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192094971
$ 900.000.000,5 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096467
$ 950.000.000,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192096468
$ 1.380.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096471
$ 1.000.000.000,4 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192096521
$ 413.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096531
$ 1.200.000.000,4 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192096550
$ 780.000.000,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192096594
$ 850.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096595
$ 1.400.000.000,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192096472
$ 1.350.000.000,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192096474
$ 950.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096449
$ 1.050.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096466
$ 400.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096494
$ 1.011.500.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096532
$ 2.700.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096427
$ 1.750.000.000,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192096490
$ 26.000.000.000,10 Baños,Local en Venta,https://www.fincaraiz.com.co/local-en-venta/192097521
$ 1.060.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192097674
$ 368.000.000,4 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192098580
$ 225.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192098622
$ 850.000.000,2 Baños,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192097519
$ 690.000.000,2 Baños,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192097532
$ 980.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192098483
$ 155.000.000,1 Baño,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192098444
$ 750.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192098549
$ 420.000.000,9 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192098716
$ 209.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192098500
$ 322.500.000,1 Baño,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192097442
$ 679.070.000,89 m²,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192097297
$ 3.000.000.000,700 m²,Bodega en Venta,https://www.fincaraiz.com.co/bodega-en-venta/192098510
$ 4.203.925.200,1 Ambiente,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192097284
$ 1.027.000.000,3 Baños,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192097292
$ 2.400.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192098404
$ 195.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192098660
$ 3.794.700.000,252 m²,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192095549
$ 360.000.000,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192098731
$ 980.000.000,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192098227
$ 785.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096495
$ 255.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192099068
$ 530.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192094360
$ 319.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192099022
$ 179.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192098969
$ 400.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192099167
$ 1.200.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192099143
$ 490.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192099020
$ 950.000.000,5 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192099205
$ 540.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192100085
$ 156.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192099988
$ 141.100.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192100022
$ 230.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192100042
$ 820.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192100087
$ 230.000.000,3 Ambientes,Consultorio en Venta,https://www.fincaraiz.com.co/consultorio-en-venta/192100241
